Приорбанк Открытое акционерное общество, БИК PJCBBY2X;27.05.2025 16:24:15;
ВЫПИСКА ПО СЧЕТУ BY77PJCB15079786863381112130 С 01.01.2024 ПО 31.12.2024;
Исполнитель**************** 4044;
Дата пред. опер.*********** 29.12.2023;
Счет клиента*************** BY77PJCB75156477590051045225 EUR Пассивный;
Наименование счета********* АЛЬФА СИСТЕМС;

Дата док.;N док.;Код опер;Корреспондент.Код;Корреспондент.Счет;Корреспондент.Название;Номинал.Дебет;Номинал.Кредит;Эквивалент.Дебет;Эквивалент.Кредит;Назначение;
31.10.2024;2494;6;EUR;BY77 PJCB7282 6035345518489613;КАСКАД ИНЖИНИРИНГ;0,00;0,01;0,00;0,04;Уплата процентов по остаткам на счете N  BY80PJCB30120097991030000978 за период с 01.10.2024 по 31.10.2024 согласно договора на РКО N 9799 от 22.04.2014 Без НДС. ;
31.10.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 112,41;Переоценка ;
01.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;527,78;Переоценка ;
04.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;40,60;Переоценка ;
05.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 688,92;Переоценка ;
06.11.2024;368;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;51 000,00;0,00;185 124,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
06.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;373,52;Переоценка ;
11.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 488,77;0,00;Переоценка ;
11.11.2024;369;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;500,00;0,00;1 790,30;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
12.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;380,14;0,00;Переоценка ;
13.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;332,62;0,00;Переоценка ;
14.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;196,01;Переоценка ;
15.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;757,30;0,00;Переоценка ;
16.11.2024;370;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 500,00;0,00;5 347,05;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
16.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;801,85;Переоценка ;
18.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;59,22;0,00;Переоценка ;
18.11.2024;371;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 500,00;0,00;5 343,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
19.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;483,24;Переоценка ;
20.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;21,36;0,00;Переоценка ;
20.11.2024;372;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;8 500,00;0,00;30 429,15;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
21.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;174,70;Переоценка ;
21.11.2024;0DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;90 000,00;0,00;323 055,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
22.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;173,12;Переоценка ;
22.11.2024;124;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;50 000,00;0,00;179 555,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
25.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;3 875,86;0,00;Переоценка ;
25.11.2024;373;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;110 000,00;0,00;392 326,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.11.2024;6;1;EUR;7559 93274235 31537739;NORTHWIND TRADING;117,82;0,00;428,55;0,00;"Перевод с конверсией по платежному поручению номер 6 от 26.11.2024 (VO20100)ОПЛАТА ЗА  УСЛУГУ ПО ПОДКЛЮЧЕНИЮ  ВИДЖЕТ-ОПЦИИ ""ФАЙЛОВОЕ ПРОСТРАНСТВО"" ОТ AMOCRM. ПЕРИОД 13 МЕСЯЦЕВ ПО СЧЕТУ НА ОПЛАТУ NO 1572 ОТ2/RPP/966.241126.5.ELEK.01 /DAS/241126";
26.11.2024;4;1;EUR;7559 93274235 31537739;NORTHWIND TRADING;118,04;0,00;429,35;0,00;"Перевод с конверсией по платежному поручению номер 4 от 26.11.2024 (VO20100)ОПЛАТА ЗА  УСЛУГУ ПО ПОДКЛЮЧЕНИЮ  ВИДЖЕТ-ОПЦИИ ""ФАЙЛОВОЕ ПРОСТРАНСТВО"" ОТ AMOCRM. ПЕРИОД 13 МЕСЯЦЕВ ПО СЧЕТУ НА ОПЛАТУ NO 1572 ОТ2/RPP/286.241126.5.ELEK.01 /DAS/241126";
26.11.2024;5;1;EUR;7559 93274235 31537739;NORTHWIND TRADING;726,35;0,00;2 641,95;0,00;"Перевод с конверсией по платежному поручению номер 5 от 26.11.2024 (VO20100)УСЛУГИ ПО СУБЛИЦЕНЗИОННОМУДОГОВОРУ (ПУБЛИЧНАЯ ОФЕРТА) NO2 ОТ  01.04.2019 Г. ЛИЦЕНЗИЯ НА ПО ДЛЯ ЭВМ ""АМОЦРМ 2.0"". Н-Р КЛИЕНТА 29997/RPP/756.241126.5.ELEK.01 /DAS/241126";
26.11.2024;374;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;7 274,60;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
26.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;0,01;Переоценка ;
26.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;3 407,61;Переоценка ;
27.11.2024;375;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 648,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
27.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;524,73;Переоценка ;
28.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;2 915,15;Переоценка ;
29.11.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;3 207,10;Переоценка ;
02.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;760,86;0,00;Переоценка ;
03.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;2 574,53;0,00;Переоценка ;
04.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;230,02;0,00;Переоценка ;
05.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 720,78;0,00;Переоценка ;
06.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;212,33;0,00;Переоценка ;
09.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;2 636,46;0,00;Переоценка ;
10.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 481,90;0,00;Переоценка ;
10.12.2024;376;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 569,90;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
11.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;722,03;Переоценка ;
12.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 802,94;Переоценка ;
13.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 534,88;Переоценка ;
16.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;847,43;0,00;Переоценка ;
17.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;134,03;0,00;Переоценка ;
17.12.2024;377;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 500,00;0,00;9 102,75;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
18.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;370,69;0,00;Переоценка ;
19.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;456,24;Переоценка ;
20.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;1 189,49;0,00;Переоценка ;
20.12.2024;379;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;7 228,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.12.2024;380;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;2 000,00;0,00;7 228,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
20.12.2024;378;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;10 000,00;0,00;36 140,00;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
23.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;938,43;0,00;Переоценка ;
23.12.2024;5DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;5 000,00;0,00;17 894,50;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
23.12.2024;2DS;1;EUR;PL77 77777627 8823132817930451;SILVERLAKE AB;0,00;40 000,00;0,00;143 156,00;1/PLAVNO SPOLKA Z OGRANICZONA ODPOW1/IEDZIALNOSCIA2/UL. OKRZEI,1A,10P3/PL/WARSZAWA,03-715 for software development under contract Bi-23-04EUR;
24.12.2024;381;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;121 000,00;0,00;433 567,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
24.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;308,46;Переоценка ;
24.12.2024;224;1;EUR;KZ52 836BTB67 71360790;NORTHWIND TRADING;0,00;30 000,00;0,00;107 496,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49BASTANA KAZAKHSTAN PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
24.12.2024;224;1;EUR;KZ52 836BTB67 71360790;HARBOUR SOFT;0,00;50 000,00;0,00;179 160,00;PLAVNO LLPBIN220340017991 EKNP1727851101 STR. 49B PAYMENT FOR SOFTWARE DEVELOPMENT ACCORDING TO CONTRACT 07-USD-22 DD 03.06.23/INS/IRVTDEFXXXX;
26.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;842,16;0,00;Переоценка ;
27.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;396,49;0,00;Переоценка ;
30.12.2024;382;1;EUR;BY77 PJCB1078 4589640204848169;КАМЕННЫЙ МОСТ;1 000,00;0,00;3 573,20;0,00;СВОБОДНАЯ ПРОДАЖА ВАЛЮТЫ;
30.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;931,29;Переоценка ;
31.12.2024;40;126;EUR;BY77 PJCB7706 0306660889953175;ЯНТАРЬ ЛОГИСТИК;0,00;0,00;0,00;1 528,43;Переоценка ;
Обороты ;;;EUR;;;1 240 587,53;1 261 975,02;4 433 789,87;4 512 048,13;
Исходящее сальдо ;;;EUR;3.6246/1.00;;0,00;29 735,91;0,00;107 780,78;

Запрос обработан
